country,iso_code,date,total_vaccinations,people_fully_vaccinated,daily_vaccinations,vaccines,location_x,population_x,location_y,total_cases,total_deaths,stringency_index,population_y,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,prop_people_fully_vaccinated
Macao,MAC,2021-04-22,88292.0,31361.0,1886.0,"Pfizer/BioNTech, Sinopharm/Beijing",Macao,649342.0,Macao,,,23.150000000000023,649342.0,20546.766,39.199999999999974,9.798,4.9910000000000005,104861.85099999985,,,,,,,,84.23999999999985,,0.048296583310489694
Azerbaijan,AZE,2021-04-22,1381967.0,464090.0,15739.0,Sinovac,Azerbaijan,10139175.0,Azerbaijan,96454.77272727272,1311.729064039409,76.87478260869545,10139175.0,119.30900000000064,32.399999999999764,6.01800000000002,3.8710000000000266,15847.418999999982,,559.8120000000036,7.110000000000008,0.299999999999998,42.5,83.24100000000095,4.700000000000031,73.0,0.7559999999999948,0.04577196862663876
Brazil,BRA,2021-04-22,35024957.0,9683990.0,430031.0,"Oxford/AstraZeneca, Sinovac",Brazil,212559409.0,Brazil,4944728.772511848,141519.90049751243,67.64463917525762,212559409.0,25.04000000000017,33.5,8.552000000000035,5.05999999999996,14103.451999999905,3.4000000000000146,177.96100000000055,8.110000000000024,10.099999999999952,17.899999999999867,,2.200000000000016,75.88000000000032,0.764999999999992,0.04555898064244242
Russia,RUS,2021-04-22,17218313.0,6430894.0,293459.0,"EpiVacCorona, Sputnik V",Russia,145934460.0,Russia,1677179.3125,35533.315,51.84429213483133,145934460.0,8.822999999999956,39.60000000000012,14.177999999999939,9.393000000000024,24765.95399999992,0.10000000000000082,431.29699999999895,6.179999999999972,23.399999999999807,58.29999999999954,,8.05000000000006,72.58000000000084,0.8240000000000076,0.04406700103594449
Panama,PAN,2021-04-22,555898.0,186776.0,720.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Panama,4314768.0,Panama,146191.76039119804,2637.281862745098,76.46808564231739,4314768.0,55.13300000000034,29.700000000000152,7.918000000000013,5.029999999999978,22267.036999999837,2.2000000000000153,128.34599999999946,8.329999999999956,2.3999999999999844,9.900000000000063,,2.299999999999984,78.50999999999931,0.814999999999998,0.04328761129219462
Mexico,MEX,2021-04-22,15477517.0,4978670.0,366365.0,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Mexico,128932753.0,Mexico,887679.2023809524,87245.9075,57.84405919661709,128932753.0,66.44399999999969,29.29999999999977,6.856999999999977,4.320999999999966,17336.468999999808,2.5,152.78300000000078,13.060000000000107,6.900000000000058,21.399999999999807,87.84700000000089,1.3799999999999961,75.04999999999978,0.7789999999999974,0.03861447059925882
Croatia,HRV,2021-04-22,746878.0,152906.0,14721.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Croatia,4105268.0,Croatia,89467.75886524822,1907.95,48.46845238095257,4105268.0,73.72599999999952,44.0,19.724000000000114,13.052999999999948,22669.7970000001,0.6999999999999944,253.78200000000214,5.589999999999988,34.299999999999756,39.89999999999979,,5.539999999999974,78.49000000000068,0.8509999999999992,0.0372462894018125
Cambodia,KHM,2021-04-22,1845972.0,564566.0,48166.0,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac",Cambodia,16718971.0,Cambodia,531.1615044247787,18.3953488372093,44.09131696428576,16718971.0,90.67199999999926,25.60000000000021,4.412000000000023,2.3849999999999922,3645.0700000000097,,270.89200000000324,4.0,2.0,33.700000000000266,66.22899999999956,0.8000000000000066,69.81999999999975,0.5939999999999958,0.03376798727625043
Montenegro,MNE,2021-04-22,58150.0,19027.0,1265.0,"Sinopharm/Beijing, Sputnik V",Montenegro,628062.0,Montenegro,28241.985074626864,402.67171717171715,,628062.0,46.280000000000115,39.10000000000025,14.761999999999956,9.394999999999984,16409.287999999935,1.0,387.304999999996,10.07999999999995,44.0,47.9,,3.8610000000000295,76.88000000000028,0.8290000000000036,0.030294779814731665
Canada,CAN,2021-04-22,11158636.0,974515.0,279047.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Canada,37742157.0,Canada,321254.5408388521,11657.560975609756,62.22797777777758,37742157.0,4.037000000000022,41.39999999999996,16.984000000000147,10.79699999999995,44017.59099999972,0.5,105.5990000000001,7.369999999999926,12.0,16.60000000000013,,2.5,82.43000000000025,0.9289999999999907,0.025820331360499615
Finland,FIN,2021-04-21,1570979.0,140223.0,36288.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finland,5540718.0,Finland,21798.88,431.5527638190955,43.48977678571424,5540718.0,18.136000000000198,42.799999999999635,21.227999999999923,13.264000000000065,40585.72100000041,,153.50699999999912,5.76000000000004,18.300000000000125,22.60000000000019,,3.2799999999999776,81.91000000000028,0.9379999999999924,0.02530773087531255
Colombia,COL,2021-04-21,4131008.0,1280891.0,96561.0,"Pfizer/BioNTech, Sinovac",Colombia,50882884.0,Colombia,976058.7263922518,27859.589420654913,76.64004962779168,50882884.0,44.22300000000015,32.2000000000002,7.646000000000046,4.311999999999963,13254.94900000002,4.5,124.23999999999971,7.440000000000045,4.700000000000031,13.5,65.38599999999964,1.7100000000000035,77.29000000000065,0.766999999999997,0.025173317613050392
Indonesia,IDN,2021-04-22,17920908.0,6488197.0,203169.0,"Oxford/AstraZeneca, Sinovac",Indonesia,273523621.0,Indonesia,483352.3021582734,14753.301470588236,62.727566909975245,273523621.0,145.72499999999903,29.299999999999844,5.318999999999971,3.05300000000002,11188.743999999955,5.700000000000003,342.86400000000117,6.32000000000002,2.799999999999978,76.09999999999943,64.20400000000048,1.040000000000007,71.72000000000037,0.7179999999999992,0.023720792289452765
Bulgaria,BGR,2021-04-22,698517.0,151817.0,11163.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Bulgaria,6948445.0,Bulgaria,100611.9708029197,3821.3946078431372,49.82066997518625,6948445.0,65.18000000000023,44.700000000000344,20.80100000000014,13.271999999999952,18563.307000000026,1.5,424.6879999999969,5.809999999999958,30.10000000000022,44.39999999999991,,7.454000000000035,75.0499999999995,0.8159999999999955,0.021849061192828034
Lebanon,LBN,2021-04-22,372427.0,143230.0,7401.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Lebanon,6825442.0,Lebanon,122234.98594847776,1429.638141809291,72.51997635933827,6825442.0,594.5609999999944,31.100000000000232,8.514000000000026,5.429999999999999,13367.565000000073,,266.5910000000003,12.710000000000033,26.89999999999979,40.700000000000315,,2.9000000000000026,78.93000000000023,0.7440000000000053,0.020984721575540457
Latvia,LVA,2021-04-22,240822.0,35438.0,6051.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Latvia,1886202.0,Latvia,25565.661870503598,496.1948051948052,52.11891566265061,1886202.0,31.211999999999964,43.89999999999993,19.75399999999993,14.136000000000111,25063.8460000001,0.6999999999999945,350.05999999999835,4.910000000000035,25.6000000000002,51.0,,5.570000000000002,75.29000000000065,0.8660000000000005,0.018788019522829474
Argentina,ARG,2021-04-22,6693438.0,842206.0,108327.0,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",Argentina,45195777.0,Argentina,926287.9591346154,23291.11192214112,72.38984815618163,45195777.0,16.176999999999875,31.89999999999975,11.198000000000038,7.440999999999928,18933.906999999832,0.5999999999999989,191.03200000000137,5.5,16.199999999999875,27.7000000000002,,5.0,76.66999999999906,0.8450000000000093,0.01863461712363082
Peru,PER,2021-04-21,1333570.0,556827.0,20376.0,"Pfizer/BioNTech, Sinopharm/Beijing",Peru,32971846.0,Peru,708307.9612590799,27096.12531328321,69.81103070175458,32971846.0,25.1290000000002,29.100000000000236,7.150999999999952,4.454999999999972,12236.705999999984,3.5,85.75499999999977,5.9499999999999735,4.799999999999988,,,1.6000000000000136,76.74000000000044,0.7769999999999917,0.016887953437608558
Bolivia,BOL,2021-04-22,619794.0,188656.0,16055.0,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",Bolivia,11673029.0,Bolivia,120897.67401960785,6392.805128205128,68.20369346733642,11673029.0,10.202000000000114,25.399999999999807,6.7040000000000175,4.393000000000017,6885.8289999999515,7.099999999999947,204.29899999999935,6.889999999999998,,,25.382999999999857,1.1000000000000076,71.50999999999941,0.7179999999999988,0.01616170061772313
Malaysia,MYS,2021-04-20,1210779.0,462335.0,22949.0,"Pfizer/BioNTech, Sinovac",Malaysia,32365998.0,Malaysia,80753.10572687225,403.1268656716418,61.1002517162474,32365998.0,96.25400000000064,29.899999999999764,6.2929999999999975,3.4069999999999854,26808.164000000193,0.10000000000000082,260.94199999999853,16.739999999999842,1.0,42.4,,1.8999999999999853,76.16000000000007,0.810000000000002,0.014284589648680075
India,IND,2021-04-22,132754608.0,19170339.0,2218728.0,"Covaxin, Oxford/AstraZeneca",India,1380004385.0,India,5299371.302895323,85728.11274509804,67.625056947608,1380004385.0,450.41899999999663,28.200000000000173,5.989000000000024,3.4139999999999886,6426.674000000073,21.19999999999999,282.279999999999,10.390000000000004,1.8999999999999853,20.600000000000172,59.54999999999954,0.530000000000001,69.65999999999987,0.6450000000000018,0.013891505859236817
Jordan,JOR,2021-04-19,732052.0,124671.0,15289.0,"Pfizer/BioNTech, Sinopharm/Beijing",Jordan,10203140.0,Jordan,153165.3076923077,1965.3214285714287,69.91760290556901,10203140.0,109.28500000000089,23.200000000000003,3.809999999999964,2.3609999999999918,8337.490000000083,0.10000000000000077,208.25699999999884,11.75,,,,1.399999999999989,74.5299999999996,0.729000000000003,0.012218885558759362
Bangladesh,BGD,2021-04-22,7746661.0,1967975.0,161375.0,Oxford/AstraZeneca,Bangladesh,164689383.0,Bangladesh,323319.24574209243,4810.309226932668,78.55105911330077,164689383.0,1265.0360000000082,27.5,5.09799999999997,3.261999999999965,3523.9840000000013,14.800000000000109,298.0029999999979,8.380000000000075,1.0,44.70000000000035,34.80800000000039,0.8000000000000062,72.59000000000013,0.6320000000000034,0.011949616691441487
Ecuador,ECU,2021-04-20,601229.0,179292.0,19984.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ecuador,17643060.0,Ecuador,143470.76315789475,9443.67901234568,68.86585784313684,17643060.0,66.9389999999995,28.100000000000215,7.103999999999964,4.458000000000033,10581.936000000087,3.599999999999982,140.44799999999867,5.549999999999993,2.0,12.300000000000097,80.63499999999938,1.5,77.00999999999931,0.7589999999999972,0.010162182750611289
Oman,OMN,2021-04-21,244821.0,46258.0,7430.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Oman,5106622.0,Oman,83427.72877358491,912.4381443298969,67.59643026004744,5106622.0,14.979999999999855,30.70000000000019,2.3550000000000124,1.529999999999984,37960.70900000028,,266.34200000000095,12.609999999999955,0.5,15.6000000000001,97.40000000000077,1.6000000000000125,77.8600000000004,0.8129999999999933,0.009058434323120059
Kuwait,KWT,2021-03-08,360000.0,38000.0,8810.0,Pfizer/BioNTech,Kuwait,4270563.0,Kuwait,100824.67452830188,671.328125,71.28891891891878,4270563.0,232.12799999999814,33.70000000000024,2.34500000000002,1.1139999999999906,65530.537000000266,,132.23500000000047,15.84000000000009,2.7000000000000215,37.0,,2.0,75.49000000000068,0.8059999999999994,0.008898124205169201
New Zealand,NZL,2021-04-20,183351.0,42771.0,6686.0,Pfizer/BioNTech,New Zealand,4822233.0,New Zealand,1758.509523809524,22.68717948717949,36.78683453237385,4822233.0,18.206000000000085,37.89999999999975,15.322000000000063,9.719999999999912,36085.84300000023,,128.79699999999912,8.079999999999954,14.80000000000011,17.19999999999988,,2.6100000000000043,82.29000000000065,0.9309999999999974,0.008869542388349961
Palestine,PSE,2021-04-22,206354.0,38643.0,4070.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Palestine,5101416.0,Palestine,74118.2729468599,804.5521628498727,78.22973236009742,5101416.0,778.201999999995,20.399999999999842,3.0429999999999846,1.7259999999999993,4449.898000000029,1.0,265.9100000000024,10.59000000000006,,,,,74.0499999999995,0.7080000000000021,0.007574955659369869
Kazakhstan,KAZ,2021-04-22,956101.0,132603.0,43666.0,Sputnik V,Kazakhstan,18776707.0,Kazakhstan,136006.71674876846,1749.8702290076335,74.85540942928036,18776707.0,6.681000000000031,30.60000000000022,6.990999999999988,4.625,24055.588000000123,0.10000000000000075,466.7919999999966,7.110000000000006,7.0,43.10000000000015,98.99900000000049,6.69999999999998,73.59999999999948,0.8249999999999938,0.007062100931755499
Japan,JPN,2021-04-22,2517045.0,849051.0,94759.0,Pfizer/BioNTech,Japan,126476458.0,Japan,142704.28665207876,2689.1218390804597,37.50503296703307,126476458.0,347.7780000000003,48.20000000000041,27.049000000000287,18.493000000000183,39002.222999999816,,79.36999999999996,5.719999999999975,11.199999999999903,33.70000000000027,,13.050000000000109,84.62999999999988,0.918999999999996,0.0067131149419127475
Dominica,DMA,2021-04-12,18423.0,475.0,28.0,Oxford/AstraZeneca,Dominica,71991.0,Dominica,61.85390428211587,,42.92623711340205,71991.0,98.56699999999988,,,,9673.36700000006,,227.3759999999999,11.619999999999916,,,,3.7999999999999727,75.0,0.7419999999999989,0.006598046978094484
Equatorial Guinea,GNQ,2021-04-22,55799.0,8389.0,3453.0,Sinopharm/Beijing,Equatorial Guinea,1402985.0,Equatorial Guinea,4030.19801980198,70.45901639344262,,1402985.0,45.19399999999982,22.399999999999828,2.846000000000003,1.7519999999999918,22604.872999999847,,202.81200000000064,7.7800000000000535,,,24.64000000000002,2.1000000000000147,58.740000000000364,0.5920000000000055,0.005979393935074145
South Africa,ZAF,2021-04-13,292623.0,292623.0,2884.0,Johnson&Johnson,South Africa,59308690.0,South Africa,692095.6304347826,20954.839285714286,58.62162735849065,59308690.0,46.75400000000046,27.299999999999855,5.3440000000000385,3.053000000000025,12294.87600000009,18.899999999999846,200.38000000000034,5.5199999999999845,8.09999999999994,33.20000000000025,43.993000000000016,2.320000000000022,64.13000000000022,0.7090000000000029,0.004933897545199532
Tunisia,TUN,2021-04-21,316580.0,51215.0,19079.0,"Pfizer/BioNTech, Sinovac, Sputnik V",Tunisia,11818618.0,Tunisia,79245.57590361446,2696.72,57.507087378640904,11818618.0,74.2279999999994,32.70000000000021,8.001000000000065,5.075000000000026,10849.296999999926,2.0,318.99099999999805,8.519999999999984,1.1000000000000079,65.79999999999953,78.68700000000081,2.2999999999999834,76.70000000000051,0.7400000000000043,0.004333416986656138
Laos,LAO,2021-04-19,137026.0,30921.0,1139.0,"Sinopharm/Beijing, Sputnik V",Laos,7275556.0,Laos,29.696202531645568,,37.65030690537078,7275556.0,29.715000000000114,24.39999999999982,4.028999999999997,2.3220000000000023,6397.360000000016,22.699999999999946,368.1110000000019,4.0,7.30000000000003,51.20000000000038,49.83899999999995,1.5,67.91999999999936,0.6129999999999997,0.004249984468540961
Zimbabwe,ZWE,2021-04-22,351799.0,43728.0,9417.0,Sinopharm/Beijing,Zimbabwe,14862927.0,Zimbabwe,12685.29573934837,451.7323232323232,74.71187341772126,14862927.0,42.728999999999715,19.60000000000014,2.821999999999992,1.8819999999999864,1899.7750000000137,21.399999999999842,307.8460000000019,1.8200000000000107,1.6000000000000119,30.70000000000016,36.790999999999734,1.700000000000005,61.49000000000041,0.5709999999999984,0.00294208536447767
Moldova,MDA,2021-04-22,109899.0,11358.0,3412.0,Oxford/AstraZeneca,Moldova,4033963.0,Moldova,81654.7104622871,1879.004987531172,62.792518337408346,4033963.0,123.65499999999932,37.60000000000025,10.86399999999999,6.95499999999996,5189.9720000000225,0.20000000000000154,408.5019999999992,5.719999999999994,5.900000000000046,44.60000000000008,86.97899999999953,5.799999999999998,71.9000000000005,0.75,0.00281559349949417
Belarus,BLR,2021-03-26,66618.0,26100.0,2548.0,Sputnik V,Belarus,9449321.0,Belarus,123108.74761904762,1006.930412371134,19.31692307692306,9449321.0,46.858000000000146,40.29999999999969,14.79899999999998,9.78800000000001,17167.967000000113,,443.12899999999644,5.1800000000000095,10.5,46.099999999999994,,11.0,74.79000000000065,0.8229999999999962,0.0027621032241364222
Guinea,GIN,2021-04-21,116113.0,32789.0,1868.0,Sputnik V,Guinea,13132792.0,Guinea,9912.736453201971,64.38605898123325,60.561881188118626,13132792.0,51.75499999999995,19.0,3.1349999999999922,1.732999999999988,1998.9259999999865,35.29999999999976,336.7170000000015,2.419999999999983,,,17.449999999999882,0.29999999999999805,61.59999999999967,0.47700000000000203,0.002496727276271489
El Salvador,SLV,2021-04-16,,15456.0,,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",El Salvador,6486201.0,El Salvador,30011.685,910.8067010309278,67.24164141414121,6486201.0,307.8110000000013,27.600000000000204,8.27300000000003,5.416999999999961,7292.458000000061,2.2000000000000144,167.29499999999868,8.869999999999925,2.5,18.80000000000012,90.65000000000067,1.3000000000000071,73.31999999999977,0.6730000000000014,0.0023829048776009254
Philippines,PHL,2021-04-21,1612420.0,214792.0,43776.0,"Oxford/AstraZeneca, Sinovac",Philippines,109581085.0,Philippines,274936.1202672606,5386.078475336323,71.01786995515705,109581085.0,351.8730000000014,25.20000000000011,4.803000000000045,2.6609999999999854,7599.188000000053,,370.437000000003,7.070000000000046,7.8000000000000576,40.799999999999656,78.46300000000004,1.0,71.22999999999962,0.7180000000000005,0.001960119303436355
Paraguay,PRY,2021-04-19,93111.0,12683.0,4410.0,Sputnik V,Paraguay,7132530.0,Paraguay,65634.98296836983,1380.0402010050252,70.54835784313741,7132530.0,17.144000000000034,26.5,6.3780000000000125,3.8330000000000237,8827.00999999991,1.7000000000000064,199.12799999999834,8.269999999999984,5.0,21.600000000000165,79.60199999999963,1.3000000000000056,74.25,0.728000000000004,0.001778190908415387
Iran,IRN,2021-04-22,667202.0,148298.0,26723.0,"Oxford/AstraZeneca, Sputnik V",Iran,83992953.0,Iran,704721.3333333334,30223.72027972028,61.42825059101647,83992953.0,49.83099999999968,32.399999999999764,5.440000000000042,3.182000000000012,19082.620000000097,0.2000000000000016,270.3080000000014,9.590000000000055,0.8000000000000064,21.10000000000017,,1.5,76.68000000000023,0.7829999999999991,0.0017656005022230854
South Korea,KOR,2021-04-22,2114700.0,79151.0,96354.0,"Oxford/AstraZeneca, Pfizer/BioNTech",South Korea,51269183.0,South Korea,35088.88621444201,645.7850467289719,52.598810572687306,51269183.0,527.9670000000027,43.40000000000004,13.91399999999998,8.62199999999994,35938.37399999986,0.20000000000000168,85.99799999999964,6.800000000000041,6.199999999999972,40.89999999999996,,12.270000000000106,83.02999999999948,0.9159999999999971,0.0015438318960534245
Thailand,THA,2021-04-19,666210.0,94385.0,13076.0,"Oxford/AstraZeneca, Sinovac",Thailand,69799978.0,Thailand,8006.798687089716,59.60526315789474,47.190255863539456,69799978.0,135.1319999999992,40.100000000000016,11.372999999999932,6.88999999999998,16277.671000000073,0.10000000000000085,109.8609999999993,7.039999999999972,1.8999999999999848,38.799999999999656,90.66999999999895,2.1000000000000156,77.15000000000069,0.7769999999999917,0.001352221056573972
Guyana,GUY,2021-04-15,73600.0,600.0,2974.0,Oxford/AstraZeneca,Guyana,786559.0,Guyana,3754.211302211302,95.92383292383292,70.79202564102559,786559.0,3.9519999999999986,26.29999999999993,5.305000000000012,2.836999999999991,7435.046999999947,,373.1590000000017,11.619999999999916,,,77.15899999999971,1.600000000000012,69.90999999999987,0.6819999999999964,0.0007628162668026175
Myanmar,MMR,2021-03-31,1040000.0,40000.0,12222.0,Oxford/AstraZeneca,Myanmar,54409794.0,Myanmar,57209.52551020408,1284.2654639175257,77.7982460732986,54409794.0,81.7210000000005,29.10000000000021,5.7319999999999816,3.119999999999986,5591.597000000024,6.4000000000000465,202.1040000000007,4.609999999999963,6.300000000000004,35.20000000000022,79.28700000000022,0.8999999999999967,67.13000000000017,0.5829999999999985,0.0007351617615019826
Honduras,HND,2021-04-09,57639.0,2639.0,802.0,"Moderna, Oxford/AstraZeneca",Honduras,9904608.0,Honduras,80732.00245098039,2207.124681933842,87.24848635235726,9904608.0,82.80500000000023,24.89999999999981,4.6520000000000294,2.883000000000018,4541.794999999978,16.0,240.20799999999898,7.2100000000000275,2.0,,84.16900000000084,0.6999999999999946,75.27000000000038,0.6339999999999933,0.00026644164009317683
Albania,ALB,2021-02-22,6728.0,655.0,739.0,"Pfizer/BioNTech, Sinovac",Albania,2877800.0,Albania,36338.678048780486,702.3063725490196,63.38035714285684,2877800.0,104.87099999999936,38.0,13.18800000000008,8.643000000000022,11803.43099999994,1.100000000000008,304.1950000000033,10.07999999999995,7.0999999999999455,51.2000000000004,,2.8900000000000063,78.56999999999977,0.7949999999999995,0.00022760442004308846
Sierra Leone,SLE,2021-04-15,44347.0,1781.0,1118.0,Oxford/AstraZeneca,Sierra Leone,7976985.0,Sierra Leone,2209.110824742268,66.64109589041095,46.752222222222244,7976985.0,104.69999999999985,19.100000000000126,2.538000000000009,1.2850000000000106,1390.2999999999931,52.20000000000038,325.72100000000194,2.4199999999999844,8.800000000000054,41.299999999999706,19.27499999999987,,54.7000000000004,0.4519999999999987,0.00022326731214863761
Gabon,GAB,2021-04-16,5762.0,400.0,262.0,Sinopharm/Beijing,Gabon,2225728.0,Gabon,8315.634567901234,53.38345864661654,72.95019900497569,2225728.0,7.858999999999953,23.100000000000176,4.45000000000003,2.9760000000000164,16562.41299999993,3.400000000000011,259.9670000000007,7.199999999999968,,,,6.3000000000000105,66.47000000000028,0.7029999999999996,0.00017971647928228426
Guatemala,GTM,2021-04-21,162110.0,1828.0,1602.0,"Moderna, Oxford/AstraZeneca",Guatemala,17915567.0,Guatemala,88926.45432098766,3174.9950372208436,67.98818840579737,17915567.0,157.83400000000114,22.899999999999814,4.6939999999999715,3.0160000000000045,7423.808000000049,8.699999999999935,155.8980000000007,10.179999999999954,,,76.66500000000063,0.5999999999999962,74.29999999999949,0.6630000000000048,0.00010203416950186394
Namibia,NAM,2021-04-19,4748.0,128.0,268.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Namibia,2540916.0,Namibia,14922.79012345679,225.33101045296166,51.63341772151874,2540916.0,3.0779999999999808,22.0,3.551999999999984,2.085000000000009,9541.808000000074,13.39999999999996,243.81100000000123,3.940000000000037,9.69999999999993,34.20000000000022,44.6000000000001,,63.70999999999941,0.6459999999999941,5.0375533862591285e-05
Ukraine,UKR,2021-04-22,508049.0,5.0,10747.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ukraine,43733759.0,Ukraine,553816.7956730769,10922.317733990149,62.89312348668279,43733759.0,77.3899999999996,41.39999999999983,16.462000000000174,11.132999999999907,7894.393000000038,0.10000000000000077,539.8489999999955,7.110000000000008,13.5,47.40000000000004,,8.800000000000063,72.0600000000005,0.7789999999999975,1.1432815551025468e-07
Northern Cyprus,OWID_CYN,2021-04-19,107365.0,48553.0,441.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Northern Cyprus,,Northern Cyprus,,,,,,,,,,,,,,,,,,,
